age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
23,Federal-gov,145397,Doctorate,8,Divorced,?,Own-child,Other,Male,7892,0,59,Taiwan
23,?,266865,Assoc-acdm,9,Married-spouse-absent,?,Wife,Other,Male,55,0,24,Japan
35,Private,304933,12th,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,454,47,Hungary
37,Private,105049,9th,10,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,7179,598,29,Trinadad&Tobago
48,Self-emp-not-inc,410691,Assoc-voc,11,Married-spouse-absent,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,2392,0,55,Yugoslavia
49,Federal-gov,141894,9th,10,Separated,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,822,54,Italy
39,Self-emp-not-inc,66757,10th,13,Never-married,Farming-fishing,Husband,Other,Female,0,0,44,Haiti
36,Never-worked,216694,11th,9,Separated,Handlers-cleaners,Husband,Other,Female,0,0,54,Philippines
36,Federal-gov,285308,1st-4th,10,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,2401,0,51,Japan
27,Without-pay,114028,Masters,6,Never-married,Armed-Forces,Other-relative,Black,Female,923,0,32,El-Salvador
33,Private,295250,Masters,9,Married-civ-spouse,Exec-managerial,Unmarried,Other,Male,19979,0,48,Cambodia
51,Without-pay,325334,1st-4th,11,Married-civ-spouse,Other-service,Husband,Other,Male,0,60,27,Vietnam
23,State-gov,290764,11th,10,Separated,?,Husband,Amer-Indian-Eskimo,Female,61,304,64,United-States
53,Self-emp-inc,296648,Preschool,11,Married-AF-spouse,Priv-house-serv,Other-relative,White,Male,13856,130,27,?
43,?,220879,7th-8th,12,Separated,Transport-moving,Own-child,Black,Female,4633,0,38,Nicaragua
29,Federal-gov,80419,10th,14,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,780,0,46,South
37,State-gov,177343,5th-6th,7,Married-spouse-absent,Prof-specialty,Wife,Black,Female,5401,0,41,Columbia
58,Self-emp-not-inc,205579,HS-grad,10,Separated,Priv-house-serv,Own-child,Other,Male,7311,0,37,Japan
48,Without-pay,353505,Doctorate,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,39,Trinadad&Tobago
31,Private,219753,Preschool,8,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,1096,49,Italy
48,Private,335390,7th-8th,4,Never-married,?,Husband,Other,Male,0,210,49,England
34,Self-emp-not-inc,71522,1st-4th,4,Married-spouse-absent,Tech-support,Not-in-family,Other,Male,0,0,38,Taiwan
24,Federal-gov,145343,12th,9,Married-AF-spouse,Priv-house-serv,Husband,Other,Male,0,348,44,Hungary
29,Self-emp-inc,105386,HS-grad,12,Widowed,Exec-managerial,Other-relative,White,Female,1651,279,52,Nicaragua
22,Without-pay,268407,11th,12,Divorced,Priv-house-serv,Wife,Other,Male,10566,302,43,Holand-Netherlands
43,?,224404,Preschool,10,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,2343,0,27,Haiti
33,Private,225135,Bachelors,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,28,Iran
43,Private,229702,10th,12,Married-civ-spouse,Priv-house-serv,Own-child,Other,Female,4409,0,60,El-Salvador
16,?,125802,Assoc-acdm,7,Never-married,Priv-house-serv,Other-relative,Black,Male,0,0,19,Ecuador
31,Never-worked,165076,Masters,9,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,14059,340,51,Haiti
61,Federal-gov,1965,1st-4th,16,Married-AF-spouse,Adm-clerical,Unmarried,Black,Male,0,350,52,Holand-Netherlands
22,Federal-gov,163572,Doctorate,12,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,13853,332,27,Canada
23,Local-gov,345719,1st-4th,7,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,0,27,40,Germany
35,State-gov,392941,7th-8th,11,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,599,45,Trinadad&Tobago
23,Federal-gov,306143,11th,10,Married-civ-spouse,?,Husband,White,Male,6371,0,39,Dominican-Republic
15,Private,206199,1st-4th,11,Married-civ-spouse,Other-service,Other-relative,White,Male,11955,0,29,?
46,Federal-gov,123685,Assoc-voc,10,Married-AF-spouse,Transport-moving,Wife,White,Female,1424,0,40,Thailand
44,Self-emp-not-inc,237583,1st-4th,12,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,0,464,34,India
65,Private,271368,7th-8th,9,Divorced,Craft-repair,Unmarried,Other,Female,14115,78,42,Guatemala
51,Without-pay,226858,HS-grad,12,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,47,United-States
31,Federal-gov,102699,Preschool,14,Never-married,Other-service,Unmarried,White,Male,0,370,41,Vietnam
37,Never-worked,313938,Preschool,7,Married-AF-spouse,Other-service,Wife,Asian-Pac-Islander,Male,14125,0,38,Japan
15,?,341533,10th,13,Widowed,Protective-serv,Wife,White,Male,15396,465,20,Haiti
42,Without-pay,266419,Masters,6,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,0,221,33,Puerto-Rico
29,Private,191394,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Female,10499,0,19,Honduras
42,?,233820,Prof-school,10,Separated,Machine-op-inspct,Wife,Black,Male,0,0,37,Philippines
36,Never-worked,265445,HS-grad,9,Never-married,Other-service,Husband,White,Female,5173,0,45,Italy
37,Without-pay,306500,Preschool,5,Widowed,Protective-serv,Own-child,Black,Male,2754,455,47,Taiwan
40,Never-worked,187877,Some-college,9,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,1942,0,52,China
29,?,334404,12th,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,233,44,Canada
49,Private,236198,Doctorate,9,Married-spouse-absent,Prof-specialty,Own-child,Other,Male,4703,0,20,Italy
33,Federal-gov,359450,Preschool,10,Separated,Other-service,Not-in-family,White,Female,0,298,40,Puerto-Rico
27,Local-gov,345737,7th-8th,11,Married-spouse-absent,Tech-support,Unmarried,Other,Female,1601,11,56,Peru
31,Without-pay,256815,Prof-school,10,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,7636,0,60,Vietnam
49,Local-gov,62813,Preschool,4,Never-married,Other-service,Unmarried,White,Female,0,0,32,England
23,Never-worked,151468,Assoc-voc,11,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,48,Dominican-Republic
38,?,150562,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,20,21,Cambodia
8,Self-emp-not-inc,248262,Prof-school,7,Divorced,Adm-clerical,Husband,Other,Female,10782,0,43,Scotland
34,Federal-gov,67421,Assoc-acdm,11,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0,0,9,Philippines
32,Without-pay,119602,Assoc-acdm,11,Married-AF-spouse,Other-service,Husband,White,Female,1176,295,50,Cuba
35,State-gov,260829,9th,8,Never-married,Tech-support,Husband,White,Female,9778,0,35,Ireland
63,Federal-gov,-106874,Assoc-voc,13,Married-AF-spouse,Tech-support,Other-relative,Black,Female,0,0,45,South
8,Federal-gov,100770,11th,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,7271,0,42,Peru
26,Federal-gov,160257,11th,7,Widowed,Sales,Own-child,Black,Female,0,508,19,United-States
16,Local-gov,125745,Preschool,10,Divorced,Armed-Forces,Own-child,Black,Female,13623,0,49,Columbia
42,Private,243656,Some-college,8,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,49,South
49,Never-worked,290317,7th-8th,11,Never-married,?,Other-relative,Black,Female,0,733,41,Mexico
63,?,281452,Masters,7,Married-spouse-absent,Protective-serv,Unmarried,Other,Male,9053,138,62,Trinadad&Tobago
47,Without-pay,345363,Prof-school,10,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,8782,817,40,Germany
41,Federal-gov,208001,Masters,9,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,213,58,Taiwan
40,Never-worked,382007,Masters,7,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,15970,209,27,Scotland
54,?,386259,HS-grad,13,Separated,Sales,Unmarried,White,Male,7462,0,57,Puerto-Rico
13,Federal-gov,225694,Masters,12,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,38,54,Jamaica
33,Without-pay,163965,5th-6th,9,Widowed,Protective-serv,Unmarried,Asian-Pac-Islander,Male,0,0,54,Cambodia
27,?,84129,Prof-school,12,Never-married,Adm-clerical,Wife,Other,Male,7330,201,27,India
28,Private,387204,1st-4th,9,Married-civ-spouse,Other-service,Husband,Black,Male,11305,0,49,Honduras
54,Self-emp-not-inc,214943,11th,9,Married-civ-spouse,Sales,Other-relative,White,Male,6126,0,47,Taiwan
40,Federal-gov,50103,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,11823,0,39,Outlying-US(Guam-USVI-etc)
19,State-gov,176408,7th-8th,9,Never-married,Other-service,Wife,Other,Male,8663,273,33,Laos
30,?,209283,9th,6,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,2619,98,45,Laos
23,State-gov,234714,Prof-school,12,Married-civ-spouse,Tech-support,Other-relative,Black,Male,0,0,30,Iran
50,Federal-gov,30181,Doctorate,7,Married-civ-spouse,Other-service,Unmarried,White,Male,0,625,16,Columbia
42,Local-gov,151463,HS-grad,15,Married-spouse-absent,Armed-Forces,Own-child,White,Male,0,275,51,England
30,Self-emp-not-inc,266482,9th,8,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,8483,34,32,China
22,Without-pay,191936,9th,10,Married-AF-spouse,Tech-support,Not-in-family,White,Female,7000,0,69,Taiwan
26,Federal-gov,398105,HS-grad,14,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,43,China
21,?,64372,11th,9,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,0,0,49,Dominican-Republic
46,?,96370,12th,9,Married-AF-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,12804,351,36,Poland
40,Never-worked,234308,Assoc-acdm,10,Divorced,Adm-clerical,Own-child,Other,Female,0,576,23,El-Salvador
35,Without-pay,186952,12th,9,Divorced,Handlers-cleaners,Husband,Black,Female,10701,0,33,Vietnam
28,Without-pay,180587,11th,10,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,209,28,Italy
40,Self-emp-inc,288711,Bachelors,8,Divorced,Transport-moving,Other-relative,Other,Female,10581,0,20,Nicaragua
5,Self-emp-inc,395130,11th,8,Divorced,Tech-support,Not-in-family,White,Female,0,0,21,Hungary
61,Self-emp-not-inc,58681,10th,9,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,4142,0,48,Ecuador
16,Federal-gov,527547,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,8838,0,52,Trinadad&Tobago
52,Federal-gov,345131,11th,10,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,7873,194,20,Yugoslavia
42,Self-emp-inc,76293,HS-grad,11,Separated,Sales,Wife,Other,Male,10020,435,50,Philippines
30,Never-worked,332669,10th,7,Married-AF-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,27,Puerto-Rico
55,Without-pay,149997,Masters,7,Separated,?,Unmarried,White,Female,0,820,35,Canada
23,Never-worked,102640,9th,12,Married-spouse-absent,Armed-Forces,Other-relative,White,Male,0,138,37,Honduras
19,Without-pay,173614,Preschool,7,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,19,Yugoslavia
43,Without-pay,247725,10th,11,Married-spouse-absent,Exec-managerial,Husband,White,Male,8496,0,55,Germany
61,?,134251,1st-4th,10,Separated,Protective-serv,Other-relative,Other,Male,0,0,44,Ecuador
26,Private,60209,Assoc-acdm,11,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,33,Yugoslavia
30,Federal-gov,182899,Some-college,10,Never-married,Transport-moving,Husband,Black,Female,7571,0,36,Philippines
48,Never-worked,168196,Bachelors,11,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Male,1448,60,53,China
50,Private,95983,11th,13,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,510,43,South
15,State-gov,211823,1st-4th,9,Never-married,Transport-moving,Other-relative,Black,Male,0,0,38,Yugoslavia
33,Never-worked,170413,Assoc-acdm,8,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,0,0,20,Jamaica
41,Private,114605,7th-8th,9,Married-AF-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,33,South
47,State-gov,135958,9th,8,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,6940,0,31,Hong
47,Without-pay,361193,11th,11,Married-civ-spouse,?,Not-in-family,Amer-Indian-Eskimo,Female,4630,118,31,Philippines
56,Self-emp-not-inc,179829,7th-8th,9,Never-married,Craft-repair,Own-child,White,Female,4122,0,55,Dominican-Republic
42,Federal-gov,194743,Bachelors,6,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Male,1413,0,51,Trinadad&Tobago
12,State-gov,120960,12th,9,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,43,Portugal
11,Self-emp-inc,133424,Masters,8,Never-married,Armed-Forces,Not-in-family,Other,Female,0,0,46,United-States
25,Local-gov,199779,9th,11,Divorced,Armed-Forces,Other-relative,White,Male,0,0,48,Ireland
42,Federal-gov,383459,Prof-school,8,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,3880,0,44,Canada
25,Never-worked,191733,Prof-school,9,Separated,Handlers-cleaners,Husband,White,Female,5113,0,56,Germany
25,?,124012,12th,7,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,15787,207,57,Puerto-Rico
50,?,254562,Preschool,11,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,0,0,69,Poland
41,State-gov,282791,11th,10,Widowed,Exec-managerial,Unmarried,Black,Male,4033,362,10,England
45,?,62405,Assoc-voc,7,Separated,?,Husband,White,Male,22947,0,38,England
48,Self-emp-not-inc,182439,11th,8,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,498,36,Peru
37,State-gov,324235,12th,7,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,3162,0,18,Scotland
34,Federal-gov,138567,Bachelors,9,Never-married,Handlers-cleaners,Other-relative,White,Male,6331,0,20,Philippines
37,Local-gov,104943,HS-grad,8,Widowed,Priv-house-serv,Other-relative,Other,Female,653,0,33,Trinadad&Tobago
43,Federal-gov,209582,5th-6th,12,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Female,0,655,47,Ecuador
45,Self-emp-inc,227038,Prof-school,13,Never-married,Tech-support,Not-in-family,White,Female,0,392,47,Peru
33,Self-emp-inc,129264,1st-4th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Male,0,201,20,Columbia
30,Self-emp-not-inc,133958,Bachelors,8,Married-AF-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,381,47,England
45,Without-pay,57176,Assoc-acdm,11,Divorced,Farming-fishing,Other-relative,White,Male,5889,23,60,Peru
73,Local-gov,-19299,5th-6th,11,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,10784,506,49,Guatemala
43,Without-pay,6591,10th,8,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,4162,0,32,Poland
41,Without-pay,246562,Assoc-acdm,15,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,33,Nicaragua
53,Private,197829,10th,15,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,61,Greece
44,Self-emp-inc,394038,Prof-school,6,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Female,5082,801,30,Portugal
45,Local-gov,298509,Prof-school,7,Never-married,Handlers-cleaners,Not-in-family,Other,Female,0,0,11,Iran
30,Private,497664,1st-4th,8,Divorced,?,Own-child,White,Female,0,660,67,Ecuador
43,Federal-gov,221415,Preschool,13,Never-married,Farming-fishing,Other-relative,Other,Female,0,0,39,China
38,Local-gov,379018,Assoc-voc,11,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,0,18,50,Vietnam
52,Federal-gov,169119,11th,7,Divorced,Protective-serv,Husband,Asian-Pac-Islander,Female,5889,0,69,South
18,Self-emp-not-inc,164778,10th,9,Widowed,?,Wife,Other,Female,2341,194,39,El-Salvador
32,Local-gov,280981,12th,10,Never-married,Armed-Forces,Not-in-family,Black,Male,3151,596,45,France
38,?,341727,7th-8th,10,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,650,175,38,El-Salvador
57,Never-worked,187688,7th-8th,7,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,89,66,France
44,Private,299532,Bachelors,4,Separated,?,Husband,White,Female,0,683,41,Iran
39,Self-emp-inc,317035,Masters,6,Separated,Other-service,Unmarried,Black,Male,0,0,39,Hungary
45,Never-worked,30597,1st-4th,8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,6365,0,48,Taiwan
53,Without-pay,119783,Bachelors,6,Divorced,Tech-support,Other-relative,White,Male,5639,0,47,Hungary
51,Local-gov,193300,Preschool,12,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,55,Hong
47,Self-emp-inc,87835,Masters,12,Never-married,Sales,Husband,White,Female,0,427,31,Hong
56,Federal-gov,205054,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Black,Female,8220,0,27,Nicaragua
52,Never-worked,109562,Doctorate,10,Married-AF-spouse,Protective-serv,Not-in-family,Black,Male,0,174,55,Cuba
46,?,149227,Masters,8,Widowed,Transport-moving,Husband,Other,Male,2677,0,46,Trinadad&Tobago
38,Federal-gov,311189,1st-4th,13,Widowed,Armed-Forces,Husband,Other,Female,759,178,29,Cuba
26,Self-emp-inc,272213,Assoc-voc,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,7396,0,35,Philippines
24,Never-worked,225965,10th,6,Separated,Adm-clerical,Wife,White,Male,6610,457,39,Taiwan
52,Private,150342,9th,12,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,0,599,53,Yugoslavia
44,State-gov,181461,1st-4th,5,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,189,26,Yugoslavia
39,Federal-gov,197654,Preschool,15,Married-spouse-absent,Adm-clerical,Not-in-family,Other,Female,0,0,50,China
34,Self-emp-not-inc,195400,HS-grad,8,Never-married,Protective-serv,Wife,Amer-Indian-Eskimo,Male,0,0,42,Nicaragua
25,?,146208,Assoc-voc,4,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,721,36,61,Mexico
65,Self-emp-inc,215511,Assoc-acdm,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,11242,0,34,Hungary
32,Never-worked,368755,Assoc-voc,14,Separated,Other-service,Unmarried,White,Male,5924,51,32,Trinadad&Tobago
36,Self-emp-inc,165979,12th,10,Married-spouse-absent,Machine-op-inspct,Wife,Other,Male,0,612,40,Mexico
25,Local-gov,359576,1st-4th,11,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,20074,0,39,El-Salvador
60,Never-worked,266309,Bachelors,8,Married-AF-spouse,Handlers-cleaners,Wife,White,Male,6165,277,33,Philippines
45,State-gov,28202,10th,9,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,0,231,40,?
33,Self-emp-not-inc,192832,11th,10,Never-married,Armed-Forces,Unmarried,Other,Female,0,0,27,Poland
36,Local-gov,233097,Some-college,9,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,0,616,39,Canada
42,Never-worked,337876,1st-4th,9,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,46,Puerto-Rico
45,Without-pay,116420,HS-grad,12,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Female,4814,228,42,Mexico
52,Self-emp-inc,236734,Masters,4,Separated,Prof-specialty,Other-relative,Other,Female,15704,0,32,Dominican-Republic
35,Never-worked,283503,Doctorate,7,Widowed,Handlers-cleaners,Own-child,Black,Male,0,0,26,Peru
39,Self-emp-not-inc,418794,Masters,9,Separated,Priv-house-serv,Wife,White,Male,19925,37,32,Iran
52,Self-emp-inc,192783,Doctorate,8,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,0,549,18,Ireland
16,State-gov,211048,5th-6th,4,Divorced,Priv-house-serv,Other-relative,White,Female,0,121,41,Cambodia
36,Self-emp-not-inc,139937,Doctorate,7,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Male,857,0,30,Laos
35,Private,207320,Doctorate,11,Never-married,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,9626,53,32,Japan
28,Local-gov,193362,1st-4th,8,Never-married,Machine-op-inspct,Own-child,Other,Male,2305,542,49,Peru
38,Local-gov,135048,10th,9,Divorced,Tech-support,Not-in-family,White,Male,3904,67,32,Poland
44,Never-worked,174496,Doctorate,4,Married-AF-spouse,Handlers-cleaners,Wife,Other,Male,5835,390,59,Mexico
41,Private,269095,1st-4th,13,Married-civ-spouse,Other-service,Own-child,White,Female,20812,0,52,Cambodia
40,Local-gov,312715,Bachelors,7,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,3152,0,35,Cuba
67,Private,40663,9th,11,Married-AF-spouse,Protective-serv,Not-in-family,Black,Male,9835,457,24,Philippines
46,Self-emp-inc,213507,10th,11,Never-married,Protective-serv,Own-child,Other,Male,0,249,14,Germany
26,Private,34925,1st-4th,6,Separated,?,Husband,Black,Male,5332,456,57,Dominican-Republic
30,Self-emp-not-inc,160939,9th,12,Widowed,Prof-specialty,Unmarried,White,Female,0,323,56,Greece
54,Federal-gov,262604,9th,10,Divorced,Transport-moving,Own-child,Black,Female,1063,159,38,Holand-Netherlands
39,State-gov,383300,Prof-school,11,Married-civ-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Male,0,0,44,Philippines
38,Federal-gov,219059,1st-4th,12,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,11258,0,7,Iran
37,Federal-gov,111566,Assoc-acdm,7,Widowed,Prof-specialty,Not-in-family,Other,Male,8491,84,39,India
37,Private,228803,Preschool,4,Never-married,Armed-Forces,Not-in-family,Black,Female,3531,0,41,Poland
47,Without-pay,27864,5th-6th,9,Married-AF-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,51,India
24,Local-gov,221045,10th,13,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,2824,122,37,Mexico
59,Self-emp-not-inc,287401,Assoc-acdm,8,Never-married,Transport-moving,Not-in-family,White,Male,11072,108,45,Philippines
38,Never-worked,299035,7th-8th,10,Widowed,Protective-serv,Own-child,Black,Female,0,0,33,Iran
40,Federal-gov,342531,1st-4th,8,Separated,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0,982,34,Columbia
43,Self-emp-not-inc,242887,5th-6th,9,Married-AF-spouse,Armed-Forces,Other-relative,Black,Male,0,0,37,Jamaica
17,Never-worked,158652,Preschool,10,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Female,3569,1113,46,India
38,Self-emp-inc,170439,Doctorate,7,Widowed,Other-service,Not-in-family,White,Female,4294,0,39,Scotland
34,Private,208626,7th-8th,10,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Female,0,0,43,Nicaragua
33,Self-emp-not-inc,216454,1st-4th,7,Married-spouse-absent,?,Own-child,Black,Male,6202,0,39,Jamaica
51,Private,256902,Preschool,13,Married-civ-spouse,?,Own-child,White,Female,14543,0,39,Ireland
40,Federal-gov,304420,12th,11,Never-married,Transport-moving,Wife,Asian-Pac-Islander,Male,0,625,39,South
47,Federal-gov,91146,10th,5,Married-spouse-absent,Tech-support,Other-relative,Other,Male,6272,110,34,Cambodia
54,Self-emp-inc,105826,10th,9,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,12102,727,30,Canada
39,Self-emp-inc,405712,12th,10,Separated,Adm-clerical,Not-in-family,Other,Male,0,19,49,Germany
61,Local-gov,260826,Assoc-voc,8,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Male,1987,0,63,Philippines
37,Local-gov,259286,12th,11,Married-spouse-absent,Priv-house-serv,Own-child,Black,Female,0,622,44,Columbia
29,Federal-gov,109613,1st-4th,6,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,9287,417,51,Columbia
16,Federal-gov,81927,Assoc-acdm,8,Married-civ-spouse,?,Not-in-family,Amer-Indian-Eskimo,Female,0,675,49,Hungary
22,State-gov,270714,Prof-school,9,Widowed,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,3038,358,39,Ireland
38,Without-pay,-55732,Doctorate,9,Widowed,Exec-managerial,Not-in-family,Black,Male,0,0,27,Philippines
44,Private,124039,9th,8,Married-spouse-absent,Priv-house-serv,Other-relative,White,Female,4355,261,41,El-Salvador
21,Local-gov,234300,12th,11,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,854,0,35,Germany
35,Self-emp-inc,134473,11th,5,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,11375,176,27,Dominican-Republic
45,Without-pay,113140,12th,13,Separated,?,Not-in-family,White,Female,0,102,42,Canada
55,Private,173768,12th,6,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Male,14598,0,36,Jamaica
42,Local-gov,169302,Assoc-acdm,14,Married-AF-spouse,Armed-Forces,Husband,White,Male,259,657,41,Columbia
49,Self-emp-not-inc,234448,Assoc-acdm,8,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,46,Iran
23,Without-pay,73833,5th-6th,12,Separated,Farming-fishing,Husband,White,Male,715,48,42,Taiwan
38,Local-gov,150432,7th-8th,10,Married-civ-spouse,Armed-Forces,Other-relative,Black,Male,4902,651,21,Dominican-Republic
41,Private,164249,Doctorate,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,4804,0,51,Haiti
25,Local-gov,283195,5th-6th,10,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,8393,134,48,Columbia
43,Self-emp-inc,236734,Preschool,13,Separated,?,Other-relative,Asian-Pac-Islander,Male,5218,226,33,Hungary
51,Never-worked,173937,9th,13,Separated,Armed-Forces,Wife,Black,Female,0,0,48,Cuba
34,Federal-gov,209119,5th-6th,13,Divorced,Farming-fishing,Wife,White,Male,1651,19,50,Peru
59,Without-pay,91112,Preschool,11,Married-AF-spouse,Exec-managerial,Husband,Other,Male,0,0,54,Hong
41,Local-gov,285724,5th-6th,12,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,4446,0,59,Puerto-Rico
21,Never-worked,272590,9th,14,Separated,Machine-op-inspct,Wife,Black,Female,0,0,40,Holand-Netherlands
27,Local-gov,362181,9th,6,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,24,44,Canada
46,Private,110787,5th-6th,9,Married-spouse-absent,?,Unmarried,Amer-Indian-Eskimo,Male,0,243,20,Holand-Netherlands
49,State-gov,203510,Assoc-voc,13,Married-spouse-absent,Tech-support,Own-child,Other,Male,5464,0,34,China
